TimeWindow  TotalIterations  Iterations  Convergence  QNColumns  DeletedQNColumns  DroppedQNColumns  
7221  57472  12  1  32  12  0  
7222  57486  14  1  33  12  0  
7223  57500  14  1  33  13  0  
7224  57515  15  1  31  16  0  
7225  57527  12  1  32  10  0  
7226  57538  11  1  33  9  0  
7227  57549  11  1  34  9  0  
7228  57561  12  1  32  13  0  
7229  57574  13  1  32  12  0  
7230  57586  12  1  30  12  1  
7231  57597  11  1  31  9  0  
7232  57606  9  1  30  8  1  
7233  57617  11  1  30  10  0  
7234  57628  11  1  30  10  0  
7235  57637  9  1  30  7  1  
7236  57646  9  1  31  7  0  
7237  57656  10  1  32  7  1  
7238  57665  9  1  30  10  0  
7239  57673  8  1  29  8  0  
7240  57680  7  1  32  3  0  
7241  57689  9  1  30  10  0  
7242  57697  8  1  29  8  0  
7243  57705  8  1  31  5  0  
7244  57714  9  1  30  9  0  
7245  57723  9  1  28  10  0  
7246  57732  9  1  28  8  0  
7247  57741  9  1  29  7  0  
7248  57751  10  1  30  7  1  
7249  57759  8  1  29  8  0  
7250  57768  9  1  28  9  0  
7251  57777  9  1  29  7  0  
7252  57785  8  1  30  6  0  
7253  57792  7  1  29  7  0  
7254  57801  9  1  30  7  0  
7255  57810  9  1  31  7  0  
7256  57818  8  1  30  8  0  
7257  57827  9  1  32  5  1  
7258  57835  8  1  30  9  0  
7259  57843  8  1  32  5  0  
7260  57852  9  1  31  9  0  
7261  57860  8  1  30  8  0  
7262  57870  10  1  32  7  0  
7263  57879  9  1  30  10  0  
7264  57889  10  1  33  6  0  
7265  57898  9  1  33  8  0  
7266  57907  9  1  33  8  0  
7267  57917  10  1  32  10  0  
7268  57926  9  1  32  8  0  
7269  57935  9  1  32  8  0  
7270  57945  10  1  35  6  0  
7271  57954  9  1  33  9  1  
7272  57963  9  1  32  9  0  
7273  57973  10  1  32  9  0  
7274  57983  10  1  30  11  0  
7275  57991  8  1  30  7  0  
7276  58001  10  1  30  9  0  
7277  58010  9  1  30  8  0  
7278  58020  10  1  32  7  0  
7279  58029  9  1  32  8  0  
7280  58039  10  1  31  10  0  
7281  58048  9  1  31  8  0  
7282  58057  9  1  31  8  0  
7283  58067  10  1  32  8  0  
7284  58078  11  1  32  10  0  
7285  58089  11  1  32  10  0  
7286  58100  11  1  33  9  0  
7287  58110  10  1  34  8  0  
7288  58119  9  1  32  10  0  
7289  58128  9  1  33  7  0  
7290  58140  12  1  32  12  0  
7291  58152  12  1  33  10  0  
7292  58163  11  1  31  11  1  
7293  58173  10  1  31  9  0  
7294  58184  11  1  34  7  0  
7295  58193  9  1  33  9  0  
7296  58203  10  1  29  13  0  
7297  58215  12  1  30  10  0  
7298  58225  10  1  30  9  0  
7299  58236  11  1  31  9  0  
7300  58248  12  1  30  10  2  
7301  58260  12  1  28  13  0  
7302  58272  12  1  27  12  0  
7303  58284  12  1  28  10  0  
7304  58294  10  1  29  8  0  
7305  58303  9  1  30  7  0  
7306  58314  11  1  30  10  0  
7307  58327  13  1  28  14  0  
7308  58338  11  1  28  10  0  
7309  58348  10  1  31  6  0  
7310  58359  11  1  29  12  0  
7311  58370  11  1  31  8  0  
7312  58380  10  1  30  10  0  
7313  58389  9  1  30  8  0  
7314  58400  11  1  32  8  0  
7315  58411  11  1  31  10  1  
7316  58422  11  1  29  12  0  
7317  58435  13  1  31  10  0  
7318  58446  11  1  31  10  0  
7319  58459  13  1  31  12  0  
7320  58471  12  1  31  11  0  
7321  58491  20  1  34  16  0  
7322  58521  30  1  29  34  0  
7323  58535  14  1  31  11  0  
7324  58548  13  1  32  11  0  
7325  58559  11  1  31  11  0  
7326  58570  11  1  32  9  0  
7327  58580  10  1  32  9  0  
7328  58590  10  1  33  8  0  
7329  58600  10  1  34  7  1  
7330  58611  11  1  31  12  1  
7331  58622  11  1  31  9  1  
7332  58632  10  1  30  9  1  
7333  58643  11  1  32  8  0  
7334  58654  11  1  31  11  0  
7335  58664  10  1  29  11  0  
7336  58675  11  1  29  10  0  
7337  58686  11  1  29  10  0  
7338  58696  10  1  30  8  0  
7339  58706  10  1  31  8  0  
7340  58715  9  1  30  9  0  
7341  58726  11  1  30  10  0  
7342  58736  10  1  30  9  0  
7343  58748  12  1  28  13  0  
7344  58760  12  1  28  11  0  
7345  58771  11  1  29  9  0  
7346  58782  11  1  31  8  0  
7347  58795  13  1  30  13  0  
7348  58805  10  1  28  11  0  
7349  58813  8  1  28  7  0  
7350  58824  11  1  27  11  0  
7351  58834  10  1  28  8  0  
7352  58844  10  1  30  7  0  
7353  58852  8  1  30  7  0  
7354  58861  9  1  30  8  0  
7355  58869  8  1  30  7  0  
7356  58878  9  1  29  9  0  
7357  58887  9  1  27  10  0  
7358  58897  10  1  28  8  0  
7359  58905  8  1  30  5  0  
7360  58913  8  1  30  7  0  
7361  58922  9  1  29  9  0  
7362  58930  8  1  26  10  0  
7363  58940  10  1  29  6  0  
7364  58949  9  1  30  7  0  
7365  58960  11  1  29  11  0  
7366  58970  10  1  29  9  0  
7367  58980  10  1  29  9  0  
7368  58990  10  1  29  9  0  
7369  58999  9  1  27  10  0  
7370  59009  10  1  28  8  0  
7371  59018  9  1  29  7  0  
7372  59027  9  1  30  7  0  
7373  59037  10  1  29  10  0  
7374  59047  10  1  31  7  0  
7375  59057  10  1  29  11  0  
7376  59069  12  1  31  9  0  
7377  59079  10  1  29  10  1  
7378  59090  11  1  27  11  1  
7379  59099  9  1  28  7  0  
7380  59109  10  1  28  9  0  
7381  59119  10  1  30  7  0  
7382  59129  10  1  31  7  1  
7383  59139  10  1  30  10  0  
7384  59148  9  1  30  8  0  
7385  59156  8  1  30  7  0  
7386  59164  8  1  29  8  0  
7387  59173  9  1  29  8  0  
7388  59181  8  1  31  5  0  
7389  59190  9  1  32  7  0  
7390  59199  9  1  32  8  0  
7391  59207  8  1  33  6  0  
7392  59216  9  1  32  9  0  
7393  59225  9  1  33  7  0  
7394  59233  8  1  32  8  0  
7395  59243  10  1  30  11  0  
7396  59253  10  1  30  9  0  
7397  59263  10  1  29  10  0  
7398  59273  10  1  31  7  0  
7399  59283  10  1  30  10  0  
7400  59292  9  1  31  7  0  
7401  59301  9  1  31  7  1  
7402  59309  8  1  28  9  1  
7403  59320  11  1  29  9  0  
7404  59330  10  1  30  8  0  
7405  59340  10  1  29  10  0  
7406  59351  11  1  29  10  0  
7407  59361  10  1  28  10  0  
7408  59370  9  1  28  8  0  
7409  59379  9  1  29  7  0  
7410  59390  11  1  28  11  0  
7411  59399  9  1  30  6  0  
7412  59409  10  1  29  10  0  
7413  59418  9  1  28  9  0  
7414  59428  10  1  30  7  0  
7415  59438  10  1  28  11  0  
7416  59448  10  1  28  9  0  
7417  59459  11  1  28  10  0  
7418  59471  12  1  26  13  0  
7419  59482  11  1  27  9  0  
7420  59492  10  1  27  9  0  
7421  59504  12  1  24  14  0  
7422  59515  11  1  28  6  0  
7423  59527  12  1  25  14  0  
7424  59539  12  1  28  8  0  
7425  59551  12  1  28  11  0  
7426  59560  9  1  28  8  0  
7427  59572  12  1  29  10  0  
7428  59585  13  1  29  12  0  
7429  59597  12  1  29  11  0  
7430  59609  12  1  29  10  1  
7431  59620  11  1  30  9  0  
7432  59630  10  1  30  9  0  
7433  59641  11  1  29  11  0  
7434  59651  10  1  30  8  0  
7435  59660  9  1  29  9  0  
7436  59671  11  1  28  11  0  
7437  59684  13  1  29  11  0  
7438  59695  11  1  30  9  0  
7439  59706  11  1  31  9  0  
7440  59717  11  1  29  12  0  
7441  59728  11  1  28  11  0  
7442  59739  11  1  31  7  0  
7443  59749  10  1  29  11  0  
7444  59757  8  1  32  4  0  
7445  59766  9  1  30  10  0  
7446  59777  11  1  31  9  0  
7447  59787  10  1  31  8  1  
7448  59796  9  1  31  8  0  
7449  59806  10  1  32  7  1  
7450  59815  9  1  30  10  0  
7451  59824  9  1  28  10  0  
7452  59833  9  1  31  5  0  
7453  59842  9  1  31  8  0  
7454  59852  10  1  31  9  0  
7455  59863  11  1  30  11  0  
7456  59872  9  1  30  8  0  
7457  59882  10  1  31  8  0  
7458  59891  9  1  29  10  0  
7459  59899  8  1  26  10  0  
7460  59910  11  1  30  6  0  
7461  59921  11  1  28  12  0  
7462  59931  10  1  27  10  0  
7463  59940  9  1  29  6  0  
7464  59949  9  1  30  7  0  
7465  59958  9  1  30  8  0  
7466  59968  10  1  32  7  0  
7467  59977  9  1  31  9  0  
7468  59988  11  1  30  11  0  
7469  59996  8  1  28  8  1  
7470  60006  10  1  29  7  1  
7471  60015  9  1  29  8  0  
7472  60025  10  1  31  7  0  
7473  60033  8  1  30  8  0  
7474  60041  8  1  32  5  0  
7475  60051  10  1  31  10  0  
7476  60060  9  1  32  7  0  
7477  60070  10  1  32  9  0  
7478  60079  9  1  31  9  0  
7479  60087  8  1  33  5  0  
7480  60096  9  1  33  8  0  
7481  60105  9  1  31  10  0  
7482  60114  9  1  32  7  0  
7483  60122  8  1  31  8  0  
7484  60131  9  1  31  7  1  
7485  60139  8  1  32  6  0  
7486  60146  7  1  32  6  0  
7487  60154  8  1  30  8  1  
7488  60162  8  1  30  7  0  
7489  60169  7  1  29  6  1  
7490  60177  8  1  29  7  0  
7491  60188  11  1  29  10  0  
7492  60198  10  1  30  8  0  
7493  60206  8  1  31  6  0  
7494  60215  9  1  32  7  0  
7495  60224  9  1  31  9  0  
7496  60234  10  1  31  9  0  
7497  60244  10  1  32  8  0  
7498  60253  9  1  32  8  0  
7499  60263  10  1  31  10  0  
7500  60272  9  1  32  6  1  
7501  60281  9  1  30  10  0  
7502  60290  9  1  32  6  0  
7503  60300  10  1  30  11  0  
7504  60309  9  1  32  6  0  
7505  60318  9  1  34  6  0  
7506  60327  9  1  35  7  0  
7507  60336  9  1  32  11  0  
7508  60346  10  1  34  7  0  
7509  60356  10  1  29  14  0  
7510  60365  9  1  30  7  0  
7511  60375  10  1  30  9  0  
7512  60384  9  1  30  8  0  
7513  60394  10  1  28  11  0  
7514  60403  9  1  31  5  0  
7515  60415  12  1  28  14  0  
7516  60426  11  1  30  8  0  
7517  60437  11  1  34  6  0  
7518  60448  11  1  30  14  0  
7519  60460  12  1  31  10  0  
7520  60472  12  1  31  11  0  
7521  60482  10  1  32  8  0  
7522  60492  10  1  31  10  0  
7523  60502  10  1  33  7  0  
7524  60512  10  1  33  9  0  
7525  60521  9  1  32  9  0  
7526  60532  11  1  32  10  0  
7527  60543  11  1  32  9  1  
7528  60552  9  1  29  11  0  
7529  60565  13  1  30  10  1  
7530  60576  11  1  28  12  0  
7531  60587  11  1  30  8  0  
7532  60596  9  1  30  8  0  
7533  60605  9  1  31  7  0  
7534  60615  10  1  33  7  0  
7535  60626  11  1  31  12  0  
7536  60637  11  1  32  9  0  
7537  60648  11  1  32  9  1  
7538  60658  10  1  31  10  0  
7539  60669  11  1  30  11  0  
7540  60678  9  1  29  9  0  
7541  60689  11  1  30  9  0  
7542  60700  11  1  32  8  0  
7543  60711  11  1  32  10  0  
7544  60722  11  1  32  10  0  
7545  60733  11  1  33  8  1  
7546  60744  11  1  33  10  0  
7547  60757  13  1  30  15  0  
7548  60768  11  1  33  7  0  
7549  60779  11  1  31  12  0  
7550  60790  11  1  33  8  0  
7551  60801  11  1  33  10  0  
7552  60812  11  1  33  9  1  
7553  60824  12  1  32  12  0  
7554  60833  9  1  33  7  0  
7555  60844  11  1  32  11  0  
7556  60852  8  1  32  6  1  
7557  60861  9  1  30  9  1  
7558  60871  10  1  30  9  0  
7559  60881  10  1  32  7  0  
7560  60891  10  1  29  12  0  
7561  60901  10  1  31  7  0  
7562  60910  9  1  29  9  1  
7563  60919  9  1  30  7  0  
7564  60927  8  1  30  7  0  
7565  60936  9  1  30  7  1  
7566  60943  7  1  29  7  0  
7567  60952  9  1  29  7  1  
7568  60962  10  1  29  8  1  
7569  60972  10  1  31  7  0  
7570  60982  10  1  31  9  0  
7571  60991  9  1  33  6  0  
7572  60999  8  1  32  8  0  
7573  61008  9  1  36  4  0  
7574  61017  9  1  31  13  0  
7575  61026  9  1  34  5  0  
7576  61035  9  1  33  9  0  
7577  61043  8  1  33  7  0  
7578  61052  9  1  32  9  0  
7579  61060  8  1  34  5  0  
7580  61067  7  1  34  6  0  
7581  61076  9  1  36  6  0  
7582  61086  10  1  34  11  0  
7583  61094  8  1  35  6  0  
7584  61103  9  1  34  9  0  
7585  61113  10  1  34  9  0  
7586  61122  9  1  34  8  0  
7587  61131  9  1  32  10  0  
7588  61140  9  1  32  7  1  
7589  61148  8  1  31  8  0  
7590  61156  8  1  31  6  1  
7591  61165  9  1  33  6  0  
7592  61172  7  1  33  6  0  
7593  61181  9  1  34  7  0  
7594  61191  10  1  33  10  0  
7595  61201  10  1  33  9  0  
7596  61210  9  1  31  10  0  
7597  61221  11  1  31  10  0  
7598  61231  10  1  30  10  0  
7599  61241  10  1  29  10  0  
7600  61250  9  1  28  9  0  
7601  61258  8  1  31  4  0  
7602  61268  10  1  33  7  0  
7603  61279  11  1  33  10  0  
7604  61289  10  1  34  8  0  
7605  61298  9  1  34  8  0  
7606  61305  7  1  35  5  0  
7607  61315  10  1  34  10  0  
7608  61326  11  1  33  9  2  
7609  61334  8  1  31  8  1  
7610  61344  10  1  32  7  1  
7611  61353  9  1  32  8  0  
7612  61362  9  1  31  9  0  
7613  61372  10  1  32  8  0  
7614  61381  9  1  31  9  0  
7615  61390  9  1  29  8  2  
7616  61400  10  1  28  10  0  
7617  61409  9  1  29  7  0  
7618  61418  9  1  29  8  0  
7619  61427  9  1  27  10  0  
7620  61435  8  1  28  6  0  
7621  61445  10  1  30  7  0  
7622  61455  10  1  29  10  0  
7623  61465  10  1  30  8  0  
7624  61474  9  1  29  9  0  
7625  61484  10  1  29  9  0  
7626  61494  10  1  29  9  0  
7627  61504  10  1  29  9  0  
7628  61516  12  1  30  10  0  
7629  61524  8  1  31  6  0  
7630  61534  10  1  29  11  0  
7631  61543  9  1  30  7  0  
7632  61553  10  1  30  9  0  
7633  61563  10  1  27  12  0  
7634  61572  9  1  29  6  0  
7635  61581  9  1  29  8  0  
7636  61592  11  1  29  10  0  
7637  61603  11  1  32  7  0  
7638  61614  11  1  30  11  1  
7639  61624  10  1  29  9  1  
7640  61634  10  1  29  9  0  
7641  61644  10  1  27  11  0  
7642  61654  10  1  28  8  0  
7643  61663  9  1  28  8  0  
7644  61672  9  1  27  9  0  
7645  61682  10  1  29  7  0  
7646  61694  12  1  28  12  0  
7647  61705  11  1  25  13  0  
7648  61717  12  1  25  11  0  
7649  61729  12  1  27  9  0  
7650  61741  12  1  27  11  0  
7651  61750  9  1  29  6  0  
7652  61761  11  1  30  9  0  
7653  61771  10  1  30  9  0  
7654  61782  11  1  30  10  0  
7655  61793  11  1  31  9  0  
7656  61803  10  1  32  8  0  
7657  61813  10  1  33  8  0  
7658  61824  11  1  29  14  0  
7659  61835  11  1  32  7  0  
7660  61844  9  1  32  8  0  
7661  61856  12  1  33  10  0  
7662  61866  10  1  31  11  0  
7663  61875  9  1  32  7  0  
7664  61883  8  1  30  8  1  
7665  61893  10  1  31  7  1  
7666  61902  9  1  31  8  0  
7667  61912  10  1  30  10  0  
7668  61923  11  1  31  9  0  
7669  61931  8  1  28  10  0  
7670  61941  10  1  30  7  0  
7671  61950  9  1  29  9  0  
7672  61960  10  1  29  9  0  
7673  61970  10  1  30  8  0  
7674  61979  9  1  30  8  0  
7675  61989  10  1  28  11  0  
7676  61999  10  1  31  6  0  
7677  62006  7  1  29  8  0  
7678  62015  9  1  29  8  0  
7679  62024  9  1  31  5  1  
7680  62033  9  1  29  10  0  
7681  62041  8  1  29  7  0  
7682  62050  9  1  32  5  0  
7683  62057  7  1  31  7  0  
7684  62066  9  1  32  7  0  
7685  62075  9  1  29  11  0  
7686  62082  7  1  32  3  0  
7687  62090  8  1  31  8  0  
7688  62099  9  1  32  7  0  
7689  62108  9  1  35  5  0  
7690  62117  9  1  35  8  0  
7691  62125  8  1  33  9  0  
7692  62133  8  1  33  7  0  
7693  62141  8  1  32  8  0  
7694  62149  8  1  33  6  0  
7695  62157  8  1  34  6  0  
7696  62166  9  1  34  8  0  
7697  62175  9  1  33  9  0  
7698  62185  10  1  34  8  0  
7699  62194  9  1  32  10  0  
7700  62203  9  1  34  6  0  
7701  62212  9  1  33  9  0  
7702  62221  9  1  35  6  0  
7703  62229  8  1  34  8  0  
7704  62238  9  1  34  7  1  
7705  62246  8  1  31  9  1  
7706  62256  10  1  31  8  1  
7707  62264  8  1  30  8  0  
7708  62272  8  1  30  7  0  
7709  62281  9  1  30  8  0  
7710  62290  9  1  28  10  0  
7711  62300  10  1  31  6  0  
7712  62308  8  1  33  5  0  
7713  62318  10  1  33  9  0  
7714  62328  10  1  31  10  1  
7715  62338  10  1  31  9  0  
7716  62349  11  1  31  10  0  
7717  62358  9  1  31  8  0  
7718  62367  9  1  33  6  0  
7719  62376  9  1  31  10  0  
7720  62386  10  1  30  10  0  
7721  62397  11  1  32  8  0  
7722  62407  10  1  32  9  0  
7723  62417  10  1  32  8  1  
7724  62428  11  1  32  10  0  
7725  62437  9  1  30  10  0  
7726  62446  9  1  30  8  0  
7727  62456  10  1  31  8  0  
7728  62466  10  1  28  11  1  
7729  62477  11  1  30  7  1  
7730  62487  10  1  28  11  0  
7731  62496  9  1  26  10  0  
7732  62506  10  1  28  7  0  
7733  62516  10  1  27  10  0  
7734  62525  9  1  26  9  0  
7735  62535  10  1  26  9  0  
7736  62545  10  1  27  8  0  
7737  62554  9  1  27  8  0  
7738  62564  10  1  28  8  0  
7739  62573  9  1  28  8  0  
7740  62582  9  1  26  10  0  
7741  62591  9  1  25  9  0  
7742  62600  9  1  24  9  0  
7743  62611  11  1  25  9  0  
7744  62622  11  1  27  8  0  
7745  62630  8  1  28  6  0  
7746  62640  10  1  25  12  0  
7747  62649  9  1  26  7  0  
7748  62658  9  1  26  8  0  
7749  62668  10  1  27  8  0  
7750  62680  12  1  28  10  0  
7751  62690  10  1  29  8  0  
7752  62699  9  1  29  8  0  
7753  62710  11  1  29  10  0  
7754  62721  11  1  27  12  0  
7755  62731  10  1  30  6  0  
7756  62740  9  1  29  9  0  
7757  62750  10  1  29  9  0  
7758  62760  10  1  30  8  0  
7759  62772  12  1  29  12  0  
7760  62785  13  1  30  11  0  
7761  62797  12  1  30  11  0  
7762  62809  12  1  30  11  0  
7763  62821  12  1  31  10  0  
7764  62832  11  1  30  11  0  
7765  62844  12  1  28  13  0  
7766  62854  10  1  30  6  1  
7767  62864  10  1  31  7  1  
7768  62874  10  1  30  9  1  
7769  62885  11  1  31  9  0  
7770  62895  10  1  28  12  0  
7771  62906  11  1  31  7  0  
7772  62916  10  1  30  10  0  
7773  62925  9  1  29  8  1  
7774  62934  9  1  29  8  0  
7775  62943  9  1  28  9  0  
7776  62952  9  1  27  9  0  
7777  62960  8  1  29  5  0  
7778  62968  8  1  27  9  0  
7779  62976  8  1  25  9  0  
7780  62984  8  1  29  3  0  
7781  62991  7  1  29  6  0  
7782  62998  7  1  31  4  0  
7783  63006  8  1  29  9  0  
7784  63014  8  1  28  8  0  
7785  63022  8  1  30  5  0  
7786  63030  8  1  30  7  0  
7787  63038  8  1  32  5  0  
7788  63046  8  1  32  7  0  
7789  63054  8  1  31  8  0  
7790  63061  7  1  32  5  0  
7791  63068  7  1  30  8  0  
7792  63076  8  1  32  5  0  
7793  63083  7  1  32  6  0  
7794  63090  7  1  33  5  0  
7795  63098  8  1  33  7  0  
7796  63107  9  1  31  10  0  
7797  63115  8  1  31  7  0  
7798  63124  9  1  32  7  0  
7799  63133  9  1  32  8  0  
7800  63142  9  1  34  6  0  
7801  63151  9  1  34  8  0  
7802  63160  9  1  34  8  0  
7803  63168  8  1  34  7  0  
7804  63176  8  1  34  7  0  
7805  63184  8  1  31  9  1  
7806  63193  9  1  31  7  1  
7807  63202  9  1  31  8  0  
7808  63211  9  1  30  9  0  
7809  63221  10  1  31  8  0  
7810  63230  9  1  30  9  0  
7811  63239  9  1  30  8  0  
7812  63248  9  1  28  9  1  
7813  63256  8  1  29  6  0  
7814  63265  9  1  29  8  0  
7815  63277  12  1  29  11  0  
7816  63285  8  1  29  6  1  
7817  63294  9  1  29  8  0  
7818  63304  10  1  30  8  0  
7819  63312  8  1  28  9  0  
7820  63321  9  1  29  7  0  
7821  63331  10  1  28  10  0  
7822  63340  9  1  27  8  1  
7823  63350  10  1  29  7  0  
7824  63359  9  1  28  9  0  
7825  63368  9  1  28  8  0  
7826  63378  10  1  28  9  0  
7827  63389  11  1  28  10  0  
7828  63400  11  1  29  9  0  
7829  63410  10  1  28  10  0  
7830  63420  10  1  30  7  0  
7831  63429  9  1  29  9  0  
7832  63439  10  1  32  6  0  
7833  63448  9  1  31  9  0  
7834  63458  10  1  29  11  0  
7835  63469  11  1  34  5  0  
7836  63478  9  1  32  9  1  
7837  63486  8  1  30  8  1  
7838  63496  10  1  33  6  0  
7839  63505  9  1  29  11  1  
7840  63516  11  1  30  9  0  
7841  63527  11  1  30  10  0  
7842  63538  11  1  31  8  1  
7843  63549  11  1  30  11  0  
7844  63559  10  1  28  11  0  
7845  63569  10  1  29  8  0  
7846  63580  11  1  28  11  0  
7847  63590  10  1  30  7  0  
7848  63601  11  1  28  12  0  
7849  63612  11  1  28  10  0  
7850  63623  11  1  29  9  0  
7851  63633  10  1  27  11  0  
7852  63643  10  1  29  7  0  
7853  63654  11  1  32  7  0  
7854  63665  11  1  32  10  0  
7855  63675  10  1  30  11  0  
7856  63686  11  1  32  8  0  
7857  63698  12  1  30  13  0  
7858  63710  12  1  30  11  0  
7859  63722  12  1  30  11  0  
7860  63734  12  1  31  10  0  
7861  63745  11  1  31  10  0  
7862  63756  11  1  28  13  0  
7863  63767  11  1  31  7  0  
7864  63778  11  1  30  11  0  
7865  63790  12  1  30  10  1  
7866  63800  10  1  31  8  0  
7867  63810  10  1  33  7  0  
7868  63820  10  1  32  10  0  
7869  63832  12  1  30  13  0  
7870  63844  12  1  32  9  0  
7871  63853  9  1  30  10  0  
7872  63865  12  1  32  9  0  
7873  63875  10  1  34  7  0  
7874  63885  10  1  33  10  0  
7875  63893  8  1  35  5  0  
7876  63905  12  1  31  15  0  
7877  63915  10  1  31  9  0  
7878  63924  9  1  33  6  0  
7879  63934  10  1  31  11  0  
7880  63942  8  1  32  6  0  
7881  63950  8  1  32  7  0  
7882  63957  7  1  33  5  0  
7883  63964  7  1  33  5  1  
7884  63972  8  1  32  7  1  
7885  63980  8  1  33  6  0  
7886  63988  8  1  32  8  0  
7887  63996  8  1  31  8  0  
7888  64005  9  1  33  6  0  
7889  64013  8  1  32  8  0  
7890  64022  9  1  33  7  0  
7891  64030  8  1  29  11  0  
7892  64038  8  1  32  4  0  
7893  64046  8  1  32  7  0  
7894  64054  8  1  32  7  0  
7895  64062  8  1  30  9  0  
7896  64070  8  1  31  6  0  
7897  64080  10  1  30  10  0  
7898  64088  8  1  29  8  0  
7899  64098  10  1  27  11  0  
7900  64107  9  1  28  7  0  
7901  64116  9  1  32  4  0  
7902  64126  10  1  32  9  0  
7903  64136  10  1  32  9  0  
7904  64144  8  1  32  6  1  
7905  64155  11  1  32  10  0  
7906  64163  8  1  32  7  0  
7907  64173  10  1  35  6  0  
7908  64183  10  1  32  12  0  
7909  64193  10  1  32  9  0  
7910  64203  10  1  32  9  0  
7911  64212  9  1  33  7  0  
7912  64220  8  1  30  10  0  
7913  64230  10  1  31  8  0  
7914  64239  9  1  28  11  0  
7915  64248  9  1  31  5  0  
7916  64258  10  1  31  9  0  
7917  64266  8  1  32  6  0  
7918  64277  11  1  30  12  0  
7919  64287  10  1  33  6  0  
7920  64297  10  1  31  10  1  
7921  64306  9  1  31  8  0  
7922  64316  10  1  29  10  1  
7923  64327  11  1  30  9  0  
7924  64337  10  1  30  9  0  
7925  64346  9  1  30  7  1  
7926  64354  8  1  30  6  1  
7927  64363  9  1  31  7  0  
7928  64372  9  1  29  10  0  
7929  64381  9  1  30  7  0  
7930  64391  10  1  32  7  0  
7931  64399  8  1  31  8  0  
7932  64408  9  1  31  8  0  
7933  64417  9  1  30  9  0  
7934  64427  10  1  29  10  0  
7935  64437  10  1  27  11  0  
7936  64446  9  1  28  7  0  
7937  64455  9  1  29  7  0  
7938  64464  9  1  29  8  0  
7939  64473  9  1  28  9  0  
7940  64482  9  1  30  6  0  
7941  64492  10  1  30  9  0  
7942  64501  9  1  31  7  0  
7943  64511  10  1  31  8  1  
7944  64522  11  1  31  10  0  
7945  64534  12  1  31  11  0  
7946  64546  12  1  31  11  0  
7947  64558  12  1  30  12  0  
7948  64568  10  1  29  10  0  
7949  64581  13  1  28  13  0  
7950  64594  13  1  29  11  0  
7951  64605  11  1  28  11  0  
7952  64618  13  1  27  13  0  
7953  64631  13  1  28  11  0  
7954  64643  12  1  28  11  0  
7955  64655  12  1  27  12  0  
7956  64667  12  1  29  9  0  
7957  64678  11  1  29  10  0  
7958  64688  10  1  27  11  0  
7959  64701  13  1  26  13  0  
7960  64713  12  1  30  7  0  
7961  64724  11  1  28  12  0  
7962  64736  12  1  28  11  0  
7963  64746  10  1  28  9  0  
7964  64758  12  1  30  9  0  
7965  64771  13  1  30  12  0  
7966  64782  11  1  28  12  0  
7967  64794  12  1  28  11  0  
7968  64804  10  1  27  10  0  
7969  64815  11  1  28  9  0  
7970  64826  11  1  29  9  0  
7971  64839  13  1  29  12  0  
7972  64855  16  1  29  14  1  
7973  64870  15  1  29  14  0  
7974  64881  11  1  30  9  0  
7975  64901  20  1  31  17  1  
7976  64911  10  1  31  9  0  
7977  64921  10  1  29  10  1  
7978  64930  9  1  30  7  0  
7979  64941  11  1  32  8  0  
7980  64951  10  1  31  10  0  
7981  64961  10  1  32  8  0  
7982  64970  9  1  32  8  0  
7983  64981  11  1  31  11  0  
7984  64992  11  1  31  10  0  
7985  65003  11  1  32  9  0  
7986  65013  10  1  32  9  0  
7987  65021  8  1  31  8  0  
7988  65032  11  1  30  11  0  
7989  65043  11  1  30  10  0  
7990  65053  10  1  31  8  0  
7991  65062  9  1  33  6  0  
7992  65071  9  1  34  7  0  
7993  65080  9  1  33  9  0  
7994  65088  8  1  32  8  0  
7995  65096  8  1  32  7  0  
7996  65105  9  1  30  10  0  
7997  65115  10  1  32  7  0  
7998  65125  10  1  33  8  0  
7999  65136  11  1  32  11  0  
8000  65145  9  1  32  8  0  
8001  65155  10  1  33  7  1  
8002  65166  11  1  32  11  0  
8003  65176  10  1  32  9  0  
8004  65184  8  1  32  7  0  
8005  65193  9  1  32  8  0  
8006  65202  9  1  30  10  0  
8007  65210  8  1  32  5  0  
8008  65218  8  1  30  9  0  
8009  65228  10  1  29  10  0  
8010  65237  9  1  31  6  0  
8011  65244  7  1  33  4  0  
8012  65252  8  1  34  6  0  
8013  65260  8  1  34  7  0  
8014  65268  8  1  33  8  0  
8015  65275  7  1  31  8  0  
8016  65285  10  1  31  9  0  
8017  65293  8  1  33  5  0  
8018  65301  8  1  33  7  0  
8019  65310  9  1  34  7  0  
8020  65319  9  1  32  10  0  
8021  65328  9  1  32  8  0  
8022  65337  9  1  33  6  1  
8023  65347  10  1  33  9  0  
8024  65355  8  1  32  8  0  
8025  65363  8  1  31  7  1  
8026  65372  9  1  32  6  1  
8027  65381  9  1  32  8  0  
8028  65389  8  1  32  7  0  
8029  65397  8  1  30  8  1  
8030  65407  10  1  29  10  0  
8031  65416  9  1  30  7  0  
8032  65425  9  1  30  8  0  
8033  65436  11  1  30  10  0  
8034  65444  8  1  29  7  1  
8035  65453  9  1  30  7  0  
8036  65462  9  1  29  8  1  
8037  65471  9  1  29  8  0  
8038  65481  10  1  29  9  0  
8039  65490  9  1  28  9  0  
8040  65498  8  1  29  6  0  
